,DateTime,Graph_Date,Day,Holiday,Seq,Watt,Temp
220,20130110,2013-01-10,목,0,4,250,2.0
221,20130110,2013-01-10,목,0,5,260,1.5
222,20130110,2013-01-10,목,0,6,1143,1.5
223,20130110,2013-01-10,목,0,7,2044,1.5
224,20130110,2013-01-10,목,0,8,2739,2.0
225,20130110,2013-01-10,목,0,9,2838,2.0
226,20130110,2013-01-10,목,0,10,2671,2.0
227,20130110,2013-01-10,목,0,11,473,2.5
228,20130110,2013-01-10,목,0,12,2947,3.0
229,20130110,2013-01-10,목,0,13,2478,3.0
230,20130110,2013-01-10,목,0,14,449,3.0
231,20130110,2013-01-10,목,0,15,308,3.0
232,20130110,2013-01-10,목,0,16,718,2.5
233,20130110,2013-01-10,목,0,17,3382,2.0
234,20130110,2013-01-10,목,0,18,2376,3.0
235,20130110,2013-01-10,목,0,19,1140,2.5
236,20130110,2013-01-10,목,0,20,506,2.0
237,20130110,2013-01-10,목,0,21,4495,2.0
238,20130110,2013-01-10,목,0,22,2491,2.0
239,20130110,2013-01-10,목,0,23,2418,2.0
240,20130111,2013-01-11,금,0,0,257,2.0
241,20130111,2013-01-11,금,0,1,193,2.0
242,20130111,2013-01-11,금,0,2,189,3.0
243,20130111,2013-01-11,금,0,3,307,3.0
244,20130111,2013-01-11,금,0,4,304,2.5
245,20130111,2013-01-11,금,0,5,4322,2.0
246,20130111,2013-01-11,금,0,6,2113,2.0
247,20130111,2013-01-11,금,0,7,372,3.0
248,20130111,2013-01-11,금,0,8,4476,3.0
249,20130111,2013-01-11,금,0,9,676,3.0
250,20130111,2013-01-11,금,0,10,2495,3.0
251,20130111,2013-01-11,금,0,11,519,3.0
252,20130111,2013-01-11,금,0,12,2947,3.5
253,20130111,2013-01-11,금,0,13,2478,4.0
254,20130111,2013-01-11,금,0,14,449,4.0
255,20130111,2013-01-11,금,0,15,308,4.0
256,20130111,2013-01-11,금,0,16,718,3.5
257,20130111,2013-01-11,금,0,17,3382,3.5
258,20130111,2013-01-11,금,0,18,2376,3.0
259,20130111,2013-01-11,금,0,19,1140,3.0
260,20130111,2013-01-11,금,0,20,506,2.0
261,20130111,2013-01-11,금,0,21,4495,1.5
262,20130111,2013-01-11,금,0,22,2491,1.0
263,20130111,2013-01-11,금,0,23,2418,1.0
264,20130112,2013-01-12,토,1,0,257,1.0
265,20130112,2013-01-12,토,1,1,193,1.0
266,20130112,2013-01-12,토,1,2,189,2.0
267,20130112,2013-01-12,토,1,3,307,2.0
268,20130112,2013-01-12,토,1,4,304,2.5
269,20130112,2013-01-12,토,1,5,4322,3.0
270,20130112,2013-01-12,토,1,6,2113,3.0
271,20130112,2013-01-12,토,1,7,372,3.0
272,20130112,2013-01-12,토,1,8,4476,3.0
273,20130112,2013-01-12,토,1,9,676,3.5
274,20130112,2013-01-12,토,1,10,2495,4.0
275,20130112,2013-01-12,토,1,11,519,4.0
276,20130112,2013-01-12,토,1,12,2947,4.0
277,20130112,2013-01-12,토,1,13,2478,4.0
278,20130112,2013-01-12,토,1,14,449,4.0
279,20130112,2013-01-12,토,1,15,308,4.0
280,20130112,2013-01-12,토,1,16,718,3.5
281,20130112,2013-01-12,토,1,17,3382,4.0
282,20130112,2013-01-12,토,1,18,2376,4.0
283,20130112,2013-01-12,토,1,19,1140,3.0
284,20130112,2013-01-12,토,1,20,506,3.0
285,20130112,2013-01-12,토,1,21,4495,4.0
286,20130112,2013-01-12,토,1,22,2491,4.0
287,20130112,2013-01-12,토,1,23,2418,4.0
288,20130113,2013-01-13,일,1,0,257,4.0
289,20130113,2013-01-13,일,1,1,193,4.0
290,20130113,2013-01-13,일,1,2,189,4.0
291,20130113,2013-01-13,일,1,3,307,3.5
292,20130113,2013-01-13,일,1,4,304,3.0
293,20130113,2013-01-13,일,1,5,4322,3.0
294,20130113,2013-01-13,일,1,6,2113,2.0
295,20130113,2013-01-13,일,1,7,372,3.0
296,20130113,2013-01-13,일,1,8,4476,2.5
297,20130113,2013-01-13,일,1,9,676,2.0
298,20130113,2013-01-13,일,1,10,2495,2.0
299,20130113,2013-01-13,일,1,11,519,2.5
300,20130113,2013-01-13,일,1,12,2947,3.0
301,20130113,2013-01-13,일,1,13,2478,3.0
302,20130113,2013-01-13,일,1,14,449,3.0
303,20130113,2013-01-13,일,1,15,308,2.5
304,20130113,2013-01-13,일,1,16,718,2.0
305,20130113,2013-01-13,일,1,17,3382,2.0
306,20130113,2013-01-13,일,1,18,2376,2.0
307,20130113,2013-01-13,일,1,19,1140,1.5
308,20130113,2013-01-13,일,1,20,506,2.0
309,20130113,2013-01-13,일,1,21,4495,1.0
310,20130113,2013-01-13,일,1,22,2491,1.0
311,20130113,2013-01-13,일,1,23,2418,1.0
312,20130114,2013-01-14,월,0,0,257,0.5
313,20130114,2013-01-14,월,0,1,193,1.0
314,20130114,2013-01-14,월,0,2,189,1.0
315,20130114,2013-01-14,월,0,3,307,1.0
316,20130114,2013-01-14,월,0,4,304,1.0
317,20130114,2013-01-14,월,0,5,4322,0.0
318,20130114,2013-01-14,월,0,6,2113,-0.5
319,20130114,2013-01-14,월,0,7,372,-0.5
320,20130114,2013-01-14,월,0,8,4476,0.0
321,20130114,2013-01-14,월,0,9,676,0.0
322,20130114,2013-01-14,월,0,10,2495,0.5
323,20130114,2013-01-14,월,0,11,519,1.0
324,20130114,2013-01-14,월,0,12,2947,1.0
325,20130114,2013-01-14,월,0,13,2478,1.0
326,20130114,2013-01-14,월,0,14,449,2.0
327,20130114,2013-01-14,월,0,15,308,2.0
328,20130114,2013-01-14,월,0,16,718,2.0
329,20130114,2013-01-14,월,0,17,3382,2.5
330,20130114,2013-01-14,월,0,18,2376,3.0
331,20130114,2013-01-14,월,0,19,1140,3.5
332,20130114,2013-01-14,월,0,20,506,3.0
333,20130114,2013-01-14,월,0,21,4495,3.0
334,20130114,2013-01-14,월,0,22,2491,2.0
335,20130114,2013-01-14,월,0,23,2418,2.0
336,20130115,2013-01-15,화,0,0,257,2.0
337,20130115,2013-01-15,화,0,1,193,2.0
338,20130115,2013-01-15,화,0,2,189,2.0
339,20130115,2013-01-15,화,0,3,307,2.0
340,20130115,2013-01-15,화,0,4,304,2.0
341,20130115,2013-01-15,화,0,5,4322,2.0
342,20130115,2013-01-15,화,0,6,2113,2.0
343,20130115,2013-01-15,화,0,7,372,1.0
344,20130115,2013-01-15,화,0,8,4476,1.0
345,20130115,2013-01-15,화,0,9,676,1.0
346,20130115,2013-01-15,화,0,10,2495,1.0
347,20130115,2013-01-15,화,0,11,519,2.0
348,20130115,2013-01-15,화,0,12,2947,1.5
349,20130115,2013-01-15,화,0,13,2478,1.5
350,20130115,2013-01-15,화,0,14,449,2.0
351,20130115,2013-01-15,화,0,15,308,2.0
352,20130115,2013-01-15,화,0,16,718,2.0
353,20130115,2013-01-15,화,0,17,3382,2.0
354,20130115,2013-01-15,화,0,18,2376,1.0
355,20130115,2013-01-15,화,0,19,1140,1.0
356,20130115,2013-01-15,화,0,20,506,1.5
357,20130115,2013-01-15,화,0,21,4495,0.5
358,20130115,2013-01-15,화,0,22,2491,0.0
359,20130115,2013-01-15,화,0,23,2418,-0.5
360,20130116,2013-01-16,수,0,0,257,-0.5
361,20130116,2013-01-16,수,0,1,193,-1.0
362,20130116,2013-01-16,수,0,2,189,-1.0
363,20130116,2013-01-16,수,0,3,307,-2.0
364,20130116,2013-01-16,수,0,4,304,-2.0
365,20130116,2013-01-16,수,0,5,4322,-2.0
366,20130116,2013-01-16,수,0,6,2113,-2.0
367,20130116,2013-01-16,수,0,7,372,-2.5
368,20130116,2013-01-16,수,0,8,4476,-3.0
369,20130116,2013-01-16,수,0,9,676,-3.0
370,20130116,2013-01-16,수,0,10,2495,-3.0
371,20130116,2013-01-16,수,0,11,519,-2.0
372,20130116,2013-01-16,수,0,12,2947,-2.0
373,20130116,2013-01-16,수,0,13,2478,-2.0
374,20130116,2013-01-16,수,0,14,449,-1.0
375,20130116,2013-01-16,수,0,15,308,-1.0
376,20130116,2013-01-16,수,0,16,718,0.0
377,20130116,2013-01-16,수,0,17,3382,0.0
378,20130116,2013-01-16,수,0,18,2376,-1.0
379,20130116,2013-01-16,수,0,19,1140,-1.0
380,20130116,2013-01-16,수,0,20,506,-1.0
381,20130116,2013-01-16,수,0,21,4495,-2.0
382,20130116,2013-01-16,수,0,22,2491,-2.0
383,20130116,2013-01-16,수,0,23,2418,-2.0
384,20130117,2013-01-17,목,0,0,257,-3.0
385,20130117,2013-01-17,목,0,1,193,-2.0
386,20130117,2013-01-17,목,0,2,189,-2.5
387,20130117,2013-01-17,목,0,3,307,-3.0
388,20130117,2013-01-17,목,0,4,304,-3.0
389,20130117,2013-01-17,목,0,5,4322,-3.0
390,20130117,2013-01-17,목,0,6,2113,-3.0
391,20130117,2013-01-17,목,0,7,372,-3.5
392,20130117,2013-01-17,목,0,8,4476,-3.0
393,20130117,2013-01-17,목,0,9,676,-3.0
394,20130117,2013-01-17,목,0,10,2495,-1.5
395,20130117,2013-01-17,목,0,11,519,-0.5
396,20130117,2013-01-17,목,0,12,2947,0.5
397,20130117,2013-01-17,목,0,13,2478,2.0
398,20130117,2013-01-17,목,0,14,449,2.0
399,20130117,2013-01-17,목,0,15,308,3.0
400,20130117,2013-01-17,목,0,16,718,2.5
401,20130117,2013-01-17,목,0,17,3382,2.0
402,20130117,2013-01-17,목,0,18,2376,1.0
403,20130117,2013-01-17,목,0,19,1140,1.0
404,20130117,2013-01-17,목,0,20,506,1.0
405,20130117,2013-01-17,목,0,21,4495,0.0
406,20130117,2013-01-17,목,0,22,2491,0.5
407,20130117,2013-01-17,목,0,23,2418,1.0
408,20130118,2013-01-18,금,0,0,257,0.5
409,20130118,2013-01-18,금,0,1,193,0.0
410,20130118,2013-01-18,금,0,2,189,1.0
411,20130118,2013-01-18,금,0,3,307,1.0
412,20130118,2013-01-18,금,0,4,304,0.0
413,20130118,2013-01-18,금,0,5,4322,-0.5
414,20130118,2013-01-18,금,0,6,2113,-1.0
415,20130118,2013-01-18,금,0,7,372,-2.0
416,20130118,2013-01-18,금,0,8,4476,-2.0
417,20130118,2013-01-18,금,0,9,676,-2.0
418,20130118,2013-01-18,금,0,10,2495,-2.0
419,20130118,2013-01-18,금,0,11,519,-2.0
420,20130118,2013-01-18,금,0,12,2947,-2.0
421,20130118,2013-01-18,금,0,13,2478,-2.0
422,20130118,2013-01-18,금,0,14,449,-2.0
423,20130118,2013-01-18,금,0,15,308,-2.0
424,20130118,2013-01-18,금,0,16,718,-1.0
425,20130118,2013-01-18,금,0,17,2205,-1.0
426,20130118,2013-01-18,금,0,18,2273,-1.0
427,20130118,2013-01-18,금,0,19,527,-1.0
428,20130118,2013-01-18,금,0,20,893,0.0
429,20130118,2013-01-18,금,0,21,2621,-0.5
430,20130118,2013-01-18,금,0,22,478,-1.0
431,20130118,2013-01-18,금,0,23,1051,0.0
432,20130119,2013-01-19,토,1,0,322,0.0
433,20130119,2013-01-19,토,1,1,313,0.0
434,20130119,2013-01-19,토,1,2,288,0.0
435,20130119,2013-01-19,토,1,3,383,0.0
436,20130119,2013-01-19,토,1,4,436,0.0
437,20130119,2013-01-19,토,1,5,427,0.5
438,20130119,2013-01-19,토,1,6,2636,1.0
439,20130119,2013-01-19,토,1,7,2025,1.0
440,20130119,2013-01-19,토,1,8,2018,1.0
441,20130119,2013-01-19,토,1,9,1033,1.0
442,20130119,2013-01-19,토,1,10,240,1.0
443,20130119,2013-01-19,토,1,11,1119,1.0
444,20130119,2013-01-19,토,1,12,1989,1.0
445,20130119,2013-01-19,토,1,13,1885,1.0
446,20130119,2013-01-19,토,1,14,485,1.0
447,20130119,2013-01-19,토,1,15,249,0.0
448,20130119,2013-01-19,토,1,16,410,0.0
449,20130119,2013-01-19,토,1,17,2781,0.0
450,20130119,2013-01-19,토,1,18,2461,0.0
451,20130119,2013-01-19,토,1,19,2064,0.0
452,20130119,2013-01-19,토,1,20,535,0.0
453,20130119,2013-01-19,토,1,21,662,0.0
454,20130119,2013-01-19,토,1,22,634,0.0
455,20130119,2013-01-19,토,1,23,571,0.0
456,20130120,2013-01-20,일,1,0,249,0.0
457,20130120,2013-01-20,일,1,1,232,-0.5
458,20130120,2013-01-20,일,1,2,235,-1.0
459,20130120,2013-01-20,일,1,3,297,-1.0
460,20130120,2013-01-20,일,1,4,241,-1.0
461,20130120,2013-01-20,일,1,5,320,-1.0
462,20130120,2013-01-20,일,1,6,722,-1.0
463,20130120,2013-01-20,일,1,7,288,-1.0
464,20130120,2013-01-20,일,1,8,4411,-1.0
465,20130120,2013-01-20,일,1,9,848,-2.0
466,20130120,2013-01-20,일,1,10,378,-1.0
467,20130120,2013-01-20,일,1,11,240,-1.0
468,20130120,2013-01-20,일,1,12,4487,-1.0
469,20130120,2013-01-20,일,1,13,2604,-1.0
470,20130120,2013-01-20,일,1,14,321,-1.0
471,20130120,2013-01-20,일,1,15,554,0.0
472,20130120,2013-01-20,일,1,16,1967,0.0
473,20130120,2013-01-20,일,1,17,2987,0.0
474,20130120,2013-01-20,일,1,18,1920,0.0
475,20130120,2013-01-20,일,1,19,751,0.0
476,20130120,2013-01-20,일,1,20,2153,-0.5
477,20130120,2013-01-20,일,1,21,2150,-1.0
478,20130120,2013-01-20,일,1,22,663,-1.0
479,20130120,2013-01-20,일,1,23,337,-1.0
480,20130121,2013-01-21,월,0,0,389,-1.0
481,20130121,2013-01-21,월,0,1,389,-1.0
482,20130121,2013-01-21,월,0,2,238,-1.0
483,20130121,2013-01-21,월,0,3,260,-0.5
484,20130121,2013-01-21,월,0,4,264,-0.5
485,20130121,2013-01-21,월,0,5,239,-0.5
486,20130121,2013-01-21,월,0,6,320,-1.0
487,20130121,2013-01-21,월,0,7,295,-1.0
488,20130121,2013-01-21,월,0,8,4317,-0.5
489,20130121,2013-01-21,월,0,9,523,-0.5
490,20130121,2013-01-21,월,0,10,410,0.0
491,20130121,2013-01-21,월,0,11,1749,0.0
492,20130121,2013-01-21,월,0,12,2437,0.0
493,20130121,2013-01-21,월,0,13,2506,0.5
494,20130121,2013-01-21,월,0,14,355,1.0
495,20130121,2013-01-21,월,0,15,777,1.0
496,20130121,2013-01-21,월,0,16,907,1.0
497,20130121,2013-01-21,월,0,17,3123,0.0
498,20130121,2013-01-21,월,0,18,2615,0.0
499,20130121,2013-01-21,월,0,19,5163,0.0
500,20130121,2013-01-21,월,0,20,2782,0.0
501,20130121,2013-01-21,월,0,21,948,-1.0
502,20130121,2013-01-21,월,0,22,2449,-1.0
503,20130121,2013-01-21,월,0,23,2442,-1.5
504,20130122,2013-01-22,화,0,0,2441,-1.5
505,20130122,2013-01-22,화,0,1,303,-2.0
506,20130122,2013-01-22,화,0,2,900,-2.0
507,20130122,2013-01-22,화,0,3,1056,-3.5
508,20130122,2013-01-22,화,0,4,636,-3.0
509,20130122,2013-01-22,화,0,5,281,-3.0
510,20130122,2013-01-22,화,0,6,381,-3.0
511,20130122,2013-01-22,화,0,7,1903,-2.0
512,20130122,2013-01-22,화,0,8,4301,-2.0
513,20130122,2013-01-22,화,0,9,2429,-0.5
514,20130122,2013-01-22,화,0,10,418,0.0
515,20130122,2013-01-22,화,0,11,2686,0.5
516,20130122,2013-01-22,화,0,12,4353,2.0
517,20130122,2013-01-22,화,0,13,586,2.0
518,20130122,2013-01-22,화,0,14,2643,2.5
519,20130122,2013-01-22,화,0,15,777,2.5
520,20130122,2013-01-22,화,0,16,907,2.0
521,20130122,2013-01-22,화,0,17,3123,3.0
522,20130122,2013-01-22,화,0,18,2465,3.0
523,20130122,2013-01-22,화,0,19,951,2.0
524,20130122,2013-01-22,화,0,20,2366,2.0
525,20130122,2013-01-22,화,0,21,2491,2.5
526,20130122,2013-01-22,화,0,22,706,3.0
527,20130122,2013-01-22,화,0,23,937,3.0
528,20130123,2013-01-23,수,0,0,291,3.0
529,20130123,2013-01-23,수,0,1,307,2.0
530,20130123,2013-01-23,수,0,2,283,2.0
531,20130123,2013-01-23,수,0,3,359,2.0
532,20130123,2013-01-23,수,0,4,318,2.0
533,20130123,2013-01-23,수,0,5,318,2.0
534,20130123,2013-01-23,수,0,6,321,2.0
535,20130123,2013-01-23,수,0,7,334,2.0
536,20130123,2013-01-23,수,0,8,4492,1.5
537,20130123,2013-01-23,수,0,9,742,2.0
538,20130123,2013-01-23,수,0,10,583,2.0
539,20130123,2013-01-23,수,0,11,796,2.0
540,20130123,2013-01-23,수,0,12,2780,2.0
541,20130123,2013-01-23,수,0,13,2048,2.0
542,20130123,2013-01-23,수,0,14,515,2.0
